lakecode,lakename,Latitude_dd,loglat,Longitude_dd,Longitude_standard,loglong,log_CONT,LONG_raw,long_log_cont,Elevation_m,logelev,SurfaceArea_km2,logSA,MeanDepth_m,logMD,airtemp_trend,AT_standardized,log_AT,precip_trend,PPT_standard,log_PPT,ID_slope,posneg,ID slope p,obs,TS_cat,CONT
VSV42,LAKE LOVOZERO,67.86366916,1.831637337,35.18198326,174.9657605,2.242953069,0.019964195,-1.44687202,0.019964195,153,2.184691431,223,2.348304863,5.8,0.763427994,-0.002794118,0.147205882,-0.832074836,0.24569871,2.24569871,0.35135149,-0.052631579,Negative,0.732760405,51,46-55,EAST
KMS17,SARANAC LOWER,44.30230706,1.646426343,-74.18885647,65.59492073,1.816870212,0.669675211,15.98948965,0.782275375,507,2.705007959,8.96,0.95230801,8.5,0.929418926,0.032371794,0.182371794,-0.73904233,0.101222,2.101222,0.322471939,-0.052631579,Negative,0.759113605,31,26-35,WEST
VSV13,LAKE KUBENSKOYE (PESKI),59.65884688,1.775674855,39.42197205,179.2057493,2.253351939,0.189062768,2.79311677,0.189062768,108,2.033423755,427.83,2.631271235,1.3,0.113943352,0.0218384,0.1718384,-0.76487978,0.201331217,2.201331217,0.342685392,-0.050641026,Negative,0.556544281,44,36-45,EAST
EK11,LAKE KOIVUJARVI (1425),63.46666667,1.802545689,26.25,166.0337772,2.220196448,-0.350086796,-10.37885528,-0.350086796,130,2.113943352,26,1.414973348,7,0.84509804,0.018525641,0.168525641,-0.773334012,0.090512692,2.090512692,0.320252809,-0.05,Negative,0.80297452,42,36-45,EAST
JJM15,LAKE ESCANABA,46.06422356,1.663363755,-89.5865184,50.1972588,1.700680002,0.199863325,0.591827719,0.233468636,502.92,2.701498907,1.17,0.068185862,4.27,0.630427875,0.010015217,0.160015217,-0.795838715,0.217742885,2.217742885,0.345911195,-0.047727273,Negative,0.813658488,37,36-45,WEST
RB14,KEITELE SW,62.56666667,1.796343018,25.83333333,165.6171105,2.219105203,-0.367831799,-10.79552195,-0.367831799,99,1.995635195,9,0.954242509,6.3,0.799340549,-0.012635841,0.137364159,-0.862126568,0.045719028,2.045719028,0.310845985,-0.047727273,Negative,0.816615958,36,36-45,EAST
JK15,LANGELMAVESI - KAIVANTO (3506),61.42,1.788309812,24.15,163.9337772,2.214668446,-0.439978992,-12.47885528,-0.439978992,84.2,1.925312091,133,2.123851641,6.8,0.832508913,0.01366286,0.16366286,-0.786049864,-0.009831176,1.990168824,0.298889919,-0.047619048,Negative,0.62418403,85,76-85,EAST
WRS212,BIG QUILL LAKE,51.88152967,1.715012772,-104.3614131,35.4223641,1.549277543,-0.41232831,-14.18306698,-0.481657793,510,2.707570176,272.89,2.435987621,3.3,0.51851394,0.03118421,0.18118421,-0.741879653,0.111889,2.111889,0.324671088,-0.047619048,Negative,0.764997896,35,36-45,WEST
JK37,OUNASJARVI,68.3755525,1.834900849,23.58705027,163.3708275,2.213174509,-0.464272267,-13.04180501,-0.464272267,286.9,2.457730548,6.9,0.838849091,6.6,0.819543936,0.025509259,0.175509259,-0.755699967,0.124060577,2.124060577,0.327166898,-0.044466403,Negative,0.649275554,57,56-65,EAST
WRS301,LAKE MINNEWANKA,51.25635347,1.709747706,-115.4603036,24.3234736,1.386025596,-1.072433021,-25.28195748,-1.252753471,1469,3.167021796,21.87,1.339848783,83.6,1.922206277,-0.000731707,0.149268293,-0.826032434,0.113368125,2.113368125,0.324975153,-0.041666667,Negative,0.834795635,46,46-55,WEST
WRS243,FRAME LAKE,62.45389539,1.795559531,-114.3900686,25.3937086,1.404726132,-0.996817924,-24.21172248,-1.16442434,186,2.269512944,0.9,-0.045757491,3.4,0.531478917,-0.01673344,0.13326656,-0.875278813,-0.07123727,1.92876273,0.285278805,-0.0409699,Negative,0.864482558,33,26-35,WEST
JK06,MUURASJARVI (1401),63.5067145,1.802819645,25.3576493,165.1414265,2.217856032,-0.388144874,-11.27120598,-0.388144874,112.2,2.049992857,21.05,1.3232521,8.98,0.953276337,0.014074187,0.164074187,-0.784959739,-0.037571577,1.962428423,0.292793825,-0.04,Negative,0.667916138,84,76-85,EAST
KMS14,OTSEGO,42.75838284,1.631021271,-74.89406165,64.88971555,1.81217587,0.650693769,15.28428447,0.760102367,363,2.559906625,17.11,1.23325001,24.9,1.396199347,0.006438561,0.156438561,-0.805656188,0.104944583,2.104944583,0.323240667,-0.038461538,Negative,0.525890643,105,96+,WEST
VSV40,LAKE SYABERO,58.47,1.766933094,29.09,168.8737772,2.227562217,-0.230310221,-7.53885528,-0.230310221,45,1.653212514,14.2,1.152288344,2.2,0.342422681,0.00617803,0.15617803,-0.80638006,0.039607878,2.039607878,0.309546681,-0.036666667,Negative,0.837098793,45,36-45,EAST
VSV10,LAKE GUSINOYE,51.19970405,1.709267451,106.4234276,246.2072048,2.391300758,2.432282322,69.79457232,2.432282322,550,2.740362689,163,2.212187604,15,1.176091259,0.001493056,0.151493056,-0.819607273,0.125778,2.125778,0.327517908,-0.033333333,Negative,0.743191521,38,36-45,EAST
RB58,NUASJARVI N,64.20038375,1.807537624,27.89859997,167.6823772,2.224487422,-0.280310216,-8.73025531,-0.280310216,138,2.139879086,96.8,1.985875357,8.6,0.934498451,0.004077324,0.154077324,-0.812261273,-0.082496641,1.917503359,0.282736133,-0.025015635,Negative,0.809517299,80,76-85,EAST
VSV32,LAKE UBINSKOYE,55.47094699,1.74406558,80.04726506,219.8310423,2.342089019,1.632038173,43.41840978,1.632038173,120,2.079181246,440,2.643452676,3.4,0.531478917,0.022395833,0.172395833,-0.763473236,0.208125,2.208125,0.344023655,-0.025,Negative,0.750232587,50,46-55,EAST
JK17,ALA-RIEVELI (1468),61.3055515,1.787499804,26.18039437,165.9641716,2.220014342,-0.353048067,-10.44846091,-0.353048067,77.8,1.890979597,13,1.113943352,11.3,1.053078443,0.010655506,0.160655506,-0.794104386,-0.051346424,1.948653576,0.289734639,-0.024845679,Negative,0.658670739,93,86-95,EAST
JGL03,WEST OKOBOJI LAKE,43.39,1.63738965,-95.16,44.6237772,1.649566329,-0.006813391,-4.981653881,-0.007959004,426,2.629409599,15.65,1.194514342,11.5824,1.063798559,0.001076923,0.151076923,-0.820801869,0.032028986,2.032028986,0.307929899,-0.022988506,Negative,0.643305232,91,86-95,WEST
KMS10,GEORGE,43.62497552,1.639735196,-73.54988617,66.23389103,1.821080269,0.686698459,16.62845995,0.802160938,97,1.986771734,115.25,2.061640934,24.5,1.389166084,0.009860197,0.159860197,-0.796259656,0.060005319,2.060005319,0.313868342,-0.020416667,Negative,0.734851867,93,86-95,WEST
JK45,VISUVESI,62.12,1.793231447,23.93,163.7137772,2.214085229,-0.449462826,-12.69885528,-0.449462826,96.1,1.982723388,46.2,1.664641976,6.95,0.841984805,0.004782609,0.154782609,-0.810277837,0.031157083,2.031157083,0.307743512,-0.011627907,Negative,0.809844913,90,86-95,EAST
VSV20,LAKE SHAKSHINSKOYE,52.15625,1.717306358,112.7353799,252.5191571,2.402294331,2.611051506,76.10652462,2.611051506,963,2.983626287,53.6,1.72916479,3.4,0.531478917,-0.017591036,0.132408964,-0.878082612,-0.278935208,1.721064792,0.23579722,0.138461538,Positive,0.850746229,29,26-35,EAST
VSV33,LAKE SARTLAN,54.98043958,1.740208208,78.5976824,218.3814596,2.339215764,1.58531547,41.96882712,1.58531547,110,2.041392685,238,2.376576957,3,0.477121255,0.023589409,0.173589409,-0.760476775,0.092959167,2.092959167,0.320760755,-0.205263158,Negative,0.871809608,53,46-55,EAST
KMS20,SYLVIA,44.25247223,1.645937538,-75.41471446,64.36906274,1.808677186,0.636546938,14.76363166,0.743576866,199,2.298853076,1.311,0.117602692,21.3,1.328379603,0.03289855,0.18289855,-0.737789738,0.05601,2.05601,0.313025223,0.044401544,Positive,0.883533145,27,26-35,WEST
MINN34,GREEN,45.25155165,1.655633476,-94.90549365,44.87828355,1.652036238,0.003173617,-4.727147531,0.003707234,352.35,2.546974276,23.56,1.372175286,7.1,0.851258349,0.01199074,0.16199074,-0.790509811,0.243905758,2.243905758,0.351004613,0.21258639,Positive,0.893459238,50,46-55,WEST
WRS222,CLEARWATER LAKE,54.06372583,1.732905972,-101.0797116,38.7040656,1.587756587,-0.256739365,-10.90136548,-0.299907896,257,2.409933123,283.92,2.453195986,8.7,0.939519253,0.042881944,0.192881944,-0.714708425,-0.0006889,1.9993111,0.300880377,-0.310897436,Negative,0.906158918,37,36-45,WEST
JK47,SIMPELEJARVI,61.55384675,1.789255199,29.43413783,169.217915,2.22844634,-0.215933281,-7.19471745,-0.215933281,68.8,1.837588438,58.6,1.767897616,9.34,0.970346876,0.012939394,0.162939394,-0.787973903,-0.011629333,1.988370667,0.298497348,0.237804755,Positive,0.911543133,94,86-95,EAST
RAA3,GRAND TRAVERSE BAY,44.75,1.65079304,-85.61666667,54.16711053,1.733735669,0.333522996,4.561679449,0.389602038,176.45,2.246621663,717.427,2.855777717,46,1.662757832,0.001821705,0.151821705,-0.818666136,0.156296667,2.156296667,0.333708512,0.037037037,Positive,0.912526756,75,66-75,WEST
WRS311,LAKE WINNIPEG,52.04460987,1.716375757,-97.15389632,42.62988088,1.629714119,-0.08708525,-6.975550201,-0.101727891,215,2.33243846,23923.04,4.378816366,11.9,1.075546961,0.010833333,0.160833333,-0.793623938,-0.076222,1.923778,0.284154954,-0.045,Negative,0.917154235,34,26-35,WEST
JK20,ALA-KINTAUS (1449),62.291679,1.794430037,25.36632347,165.1501007,2.217878843,-0.387773939,-11.26253181,-0.387773939,154.4,2.188647296,7.2,0.857332496,5.2,0.716003344,0.009850968,0.159850968,-0.796284729,-0.068335312,1.931664688,0.285931741,0.090909091,Positive,0.931197662,93,86-95,EAST
JK11,YLA-KIVIJARVI - JURVALA (1488),61.01162175,1.785412569,27.74017627,167.5239535,2.224076914,-0.286985588,-8.88867901,-0.286985588,75.2,1.876217841,76.4,1.883093359,5.3,0.72427587,0.014209105,0.164209105,-0.784602766,0.10206876,2.10206876,0.322646918,0.045833333,Positive,0.94041302,61,56-65,EAST
VSV22,LAKE SOSNOVOYE,52.55646905,1.72062618,111.5287941,251.3125713,2.400214214,2.577226214,74.89993882,2.577226214,950,2.977723605,24,1.380211242,2.5,0.397940009,0.016199156,0.166199156,-0.779371186,0.068911067,2.068911067,0.315741823,-0.097222222,Negative,0.964032396,41,36-45,EAST
WRS207,BASS LAKE,44.60202274,1.649354555,-79.50919142,60.27458578,1.780134234,0.521134305,10.6691547,0.608758585,249,2.396199347,5.49,0.739572344,5,0.698970004,0.012222222,0.162222222,-0.789889654,-0.123808125,1.876191875,0.273277251,0.043253968,Positive,0.974026484,20,0,WEST
JK13,KITUSJARVI (3548),62.2827245,1.794367602,24.05533805,163.8391153,2.214417594,-0.444058157,-12.57351723,-0.444058157,116.2,2.065206128,0.5,-0.301029996,4.7,0.672097858,0.02812937,0.17812937,-0.749264468,0.124294735,2.124294735,0.327214773,0.011627907,Positive,0.917724743,57,56-65,EAST
