lakecode,lakename,Latitude_dd,loglat,Longitude_dd,Longitude_standard,loglong,Elevation_m,logelev,SurfaceArea_km2,logSA,MeanDepth_m,logMD,airtemp_trend,precip_trend,ID slope,ID slope p,obs,ID_var
RAA3,GRAND TRAVERSE BAY,44.75,1.65079304,-85.61666667,54.16711053,1.733735669,176.45,2.246621663,717.427,2.855777717,46,1.662757832,0.001821705,0.156296667,0,0.912526756,75,424.1956757
RAA4,GREEN BAY AT MENOMINEE,45,1.653212514,-87.64,52.1437772,1.717202487,176.45,2.246621663,4212,3.624488363,9,0.954242509,0.009166666,0.050323273,0.133333333,0.427065022,64,495.3727679
RB13,KEITELE SE,62.76666667,1.797729065,26.4,166.1837772,2.220588626,99,1.995635195,55,1.740362689,6.3,0.799340549,-0.007413194,0.215327882,0.072751323,0.689704204,53,355.7714078
RB14,KEITELE SW,62.56666667,1.796343018,25.83333333,165.6171105,2.219105203,99,1.995635195,9,0.954242509,6.3,0.799340549,-0.012635841,0.045719028,-0.047727273,0.816615958,36,204.8444444
RB18,VATIAJARVI E,62.48333333,1.79576419,25.9,165.6837772,2.219279987,89,1.949390007,6,0.77815125,4.05,0.607455023,0.003657852,0.162487222,-0.875,0.010323935,32,322.2862903
RB19,KOIVUJARVI S,63.61666667,1.80357091,26.23333333,166.0171105,2.220152851,131,2.117271296,2,0.301029996,6.6,0.819543936,0.003628917,0.133751239,0.218253968,0.485192781,33,208.5018939
RB22,NIINIVESI W,62.76666667,1.797729065,26.68333333,166.4671105,2.221328441,98,1.991226076,20,1.301029996,11,1.041392685,-0.009807423,0.058276603,-0.101724138,0.733320373,36,378.618254
RB23,KIESIMA W,62.76666667,1.797729065,26.51666667,166.3004439,2.220893408,101,2.004321374,8,0.903089987,7.63,0.882524538,-0.00875,0.025648056,-0.076923077,0.82744645,39,238.8394062
RB24,POHJOIS KONNEVESI W,62.76666667,1.797729065,26.4,166.1837772,2.220588626,95,1.977723605,25,1.397940009,10.61,1.025715384,-0.013043478,-0.036984286,0.04,0.882003905,34,233.8645276
RB25,KONNEVESI W,62.61666667,1.796689945,26.35,166.1337772,2.220457939,95,1.977723605,10,1,9.8,0.991226076,-0.00875,0.060925,0.285714286,0.438477397,39,478.8272605
RB26,VANGINVESI E,62.56666667,1.796343018,26.23333333,166.0171105,2.220152851,90,1.954242509,1.5,0.176091259,5.46,0.737192643,-0.00875,0.112445,-0.105263158,0.636748003,39,251.1673414
RB27,KYNSIVESI W,62.36666667,1.794952533,26.16666667,165.9504439,2.219978418,88,1.944482672,2,0.301029996,9.2,0.963787827,-0.016833333,0.149365,0.117647059,0.711561608,35,246.4907563
RB28,KUUHANKAVESI S,62.35119475,1.79484478,26.39597084,166.179748,2.220578096,99,1.995635195,2,0.301029996,6.3,0.799340549,-0.00875,0.158185,-0.142857143,0.663008094,39,309.3252362
RB3,HOYTIAINEN S,62.869664,1.798441139,29.69260778,169.476385,2.229109192,87,1.939519253,110,2.041392685,8.4,0.924279286,-0.005400433,0.118850858,0.175191816,0.538469896,37,340.2432432
RB30,PETAJAVESI N,62.25,1.794139356,25.16666667,164.9504439,2.217353489,111,2.045322979,2,0.301029996,4.21,0.624282096,-0.005701368,0.185757403,0.6,0.066852587,37,472.3603604
RB31,SALOSJARVI S,62.06666667,1.792858422,25.16666667,164.9504439,2.217353489,103,2.012837225,2,0.301029996,4.46,0.649334859,0.003628917,0.062592083,0.25,0.545140916,33,258.3712121
RB32,ISOJARVI W,61.70834175,1.790343876,25.03625528,164.8200325,2.217009995,119,2.075546961,3,0.477121255,29.3,1.46686762,0.003628917,0.062592083,0.183473389,0.401913386,33,265.9545455
RB34,JOUTSJARVI C,61.51666667,1.788992795,25.85,165.6337772,2.219148906,85,1.929418926,4,0.602059991,3.79,0.57863921,0.003061111,-0.137149688,0.030414747,0.803287215,61,438.8464481
RB38,KYYVESI E,62.00121175,1.792400177,27.08213804,166.8659152,2.222367635,101,2.004321374,4,0.602059991,5.4,0.73239376,0.003061111,-0.121019648,0.036375661,0.755477363,61,294.8846995
RB39,PYHAVESI E,61.40828075,1.788226939,26.92726149,166.7110387,2.221964357,82,1.913813852,15,1.176091259,8.7,0.939519253,-0.004626736,0.118703813,-1.125,0.002734666,37,638.3558559
RB4,ORIVESI SE,62.1,1.7930916,29.88333333,169.6671105,2.229597664,75,1.875061263,30,1.477121255,9.8,0.991226076,0.022523148,0.253593591,0.087121212,0.778248535,29,227.8226601
RB40,VUOHIJARVI E,61.2861995,1.787362691,26.79141077,166.575188,2.221610312,77,1.886490725,30,1.477121255,16.3,1.212187604,-0.008046875,0.2239556,0.2,0.420633023,38,252.2503556
RB42,LOHJANJARVI E,60.25189425,1.779970705,23.96158096,163.7453582,2.214168997,32,1.505149978,40,1.602059991,12.6,1.100370545,0.000196078,-0.09046,-0.063492063,0.728127947,71,641.3975855
RB43,LANGELMAVESI S,61.43333333,1.78840408,24.15,163.9337772,2.214668446,84,1.924279286,5,0.698970004,7.8,0.892094603,0.004363391,-0.102562443,-0.053639847,0.633577844,72,404.8714789
RB45,JALANTIJARVI E,61.163927,1.786495361,23.74204762,163.5258248,2.213586348,83,1.919078092,4,0.602059991,5.1,0.707570176,-0.006111111,-0.104242727,0.181818182,0.386551216,54,501.2051013
RB47,PIHLAJAVESI SE,62.35383625,1.794863178,24.24981593,164.0335931,2.214932798,139,2.1430148,5,0.698970004,5,0.698970004,0.004166667,-0.08070697,0.12,0.380430457,67,343.5531434
RB48,SINERVAJARVI NW,62.39425525,1.795144605,24.812761,164.5965382,2.216420697,139,2.1430148,4.5,0.653212514,10.2,1.008600172,0.003628917,0.152818977,0.178571429,0.608843281,33,230.9393939
RB49,UKONSELKA E,62.1418225,1.793383986,24.43942349,164.2232007,2.215434512,106,2.025305865,9,0.954242509,8.6,0.934498451,0.004109127,0.043627727,-0.125,0.537228156,32,233.797379
RB5,MAANINKAJARVI NE,63.21666667,1.800831592,27.23333333,167.0171105,2.222760966,82,1.913813852,10,1,12.2,1.086359831,0.003628917,0.124722147,0.224747475,0.393500747,33,201.0170455
RB50,PALOSELKA E,62.01666667,1.79250842,24.46666667,164.2504439,2.215506552,96,1.982271233,1,0,4,0.602059991,-0.00875,0.014444444,0.666666667,0.036274982,39,589.219973
RB51,LEPPASJARVI E,61.9178735,1.791816033,23.07758628,162.8613635,2.211818066,101,2.004321374,2,0.301029996,4.2,0.62324929,0.003628917,0.124722147,-0.19375,0.619445324,33,420.9431818
RB52,JAMIJARVI E,61.8063935,1.791033403,22.65952876,162.443306,2.210701819,101,2.004321374,9.2,0.963787827,5.1,0.707570176,0.006935764,-0.024910849,0.057983193,0.691251518,68,423.296532
RB53,KYROSJARVI W,61.78630625,1.790892233,23.09309838,162.8768756,2.21185943,83,1.919078092,15,1.176091259,10.6,1.025305865,0.003385317,-0.086192359,0.100863821,0.482699618,60,470.4734463
RB56,EVIJARVI S,63.41310875,1.802179044,23.47519748,163.2589747,2.212877065,61,1.785329835,7,0.84509804,0.7,-0.15490196,-0.00719697,0.001601471,0.261904762,0.243850817,47,299.6734505
RB57,AITTOSELKA E,64.19231625,1.807483047,29.00138142,168.7851586,2.227334256,160,2.204119983,1.5,0.176091259,8.1,0.908485019,-0.008815789,-0.019177037,0.583333333,0.046314262,31,226.5139785
RB58,NUASJARVI N,64.20038375,1.807537624,27.89859997,167.6823772,2.224487422,138,2.139879086,96.8,1.985875357,8.6,0.934498451,0.004077324,-0.082496641,-0.025015635,0.809517299,80,442.9113924
RB60,PORTIMOJARVI W,66.37136925,1.821980777,23.93137349,163.7151507,2.214088872,63,1.799340549,3,0.477121255,3.6,0.556302501,-0.009843749,0.376245505,0.822916667,0.164428607,24,340.5054348
RB62,INARI E,69.05,1.839163683,28.4,168.1837772,2.225784102,119,2.075546961,8,0.903089987,14.4,1.158362492,-0.021888888,-0.008650714,0.205882353,0.243447107,46,264.610628
RB7,OSMAJARVI N,62.4183645,1.795312385,27.7416392,167.5254164,2.224080706,79,1.897627091,4,0.602059991,9.6,0.982271233,0.000864197,0.027230952,-0.285714286,0.017857707,70,366.2020704
RB9,SAIMAA S,61.08333333,1.785922729,28.26666667,168.0504439,2.225439664,76,1.880813592,15,1.176091259,17,1.230448921,0.002083333,-0.023412857,-0.216666667,0.004172499,83,309.4081693
VSV10,LAKE GUSINOYE,51.19970405,1.709267451,106.4234276,246.2072048,2.391300758,550,2.740362689,163,2.212187604,15,1.176091259,0.001493056,0.125778,-0.033333333,0.743191521,38,83.49928876
VSV11,LAKE JACK LONDON,62.07291667,1.792902152,149.5468745,289.3306517,2.461394445,802,2.904174368,14.4,1.158362492,33.2,1.521138084,0.019595238,0.020146304,-0.333333333,0.050950511,36,89.38730159
